"","apt_juso..duplicated.apt_juso...."
"12304","제주특별자치도 서귀포시 안덕면 사계리 2252-1"
"12305","제주특별자치도 서귀포시 안덕면 사계리 1557"
"12306","제주특별자치도 서귀포시 안덕면 사계리 497-1"
"12307","제주특별자치도 서귀포시 안덕면 사계리 868"
"12308","제주특별자치도 서귀포시 안덕면 사계리 960-1"
"12309","제주특별자치도 서귀포시 안덕면 사계리 1705-2"
"12310","제주특별자치도 서귀포시 안덕면 사계리 3329"
"12311","제주특별자치도 서귀포시 안덕면 사계리 2037"
"12312","제주특별자치도 서귀포시 안덕면 사계리 2392-1"
"12313","제주특별자치도 서귀포시 안덕면 사계리 116-7"
"12314","제주특별자치도 서귀포시 안덕면 사계리 1167"
"12315","제주특별자치도 서귀포시 안덕면 사계리 3460"
"12316","제주특별자치도 서귀포시 안덕면 사계리 3062"
"12317","제주특별자치도 서귀포시 안덕면 사계리 2393-1"
"12318","제주특별자치도 서귀포시 안덕면 사계리 3499-8"
"12319","제주특별자치도 서귀포시 안덕면 사계리 810"
"12320","제주특별자치도 서귀포시 안덕면 사계리 629"
"12321","제주특별자치도 서귀포시 안덕면 사계리 3046"
"12322","제주특별자치도 서귀포시 안덕면 사계리 1454"
"12323","제주특별자치도 서귀포시 안덕면 사계리 1758-2"
"12324","제주특별자치도 서귀포시 안덕면 사계리 409"
"12325","제주특별자치도 서귀포시 안덕면 사계리 1889"
"12326","제주특별자치도 서귀포시 안덕면 사계리 2866-1"
"12327","제주특별자치도 서귀포시 안덕면 사계리 3268-2"
"12328","제주특별자치도 서귀포시 안덕면 사계리 3281"
"12329","제주특별자치도 서귀포시 안덕면 사계리 3274"
"12330","제주특별자치도 서귀포시 안덕면 사계리 3278"
"12331","제주특별자치도 서귀포시 안덕면 사계리 3285"
"12332","제주특별자치도 서귀포시 안덕면 사계리 3287"
"12333","제주특별자치도 서귀포시 안덕면 사계리 1007-2"
"12334","제주특별자치도 서귀포시 안덕면 사계리 3074-1"
"12335","제주특별자치도 서귀포시 안덕면 사계리 3397-3"
"12336","제주특별자치도 서귀포시 안덕면 사계리 3474-1"
"12337","제주특별자치도 서귀포시 안덕면 사계리 2188-1"
"12338","제주특별자치도 서귀포시 안덕면 사계리 1880"
"12339","제주특별자치도 서귀포시 안덕면 사계리 2874"
"12340","제주특별자치도 서귀포시 안덕면 사계리 2789-1"
"12341","제주특별자치도 서귀포시 안덕면 사계리 1383"
"12342","제주특별자치도 서귀포시 안덕면 사계리 539-1"
"12343","제주특별자치도 서귀포시 안덕면 사계리 470"
"12344","제주특별자치도 서귀포시 안덕면 사계리 416"
"12345","제주특별자치도 서귀포시 안덕면 사계리 986-1"
"12346","제주특별자치도 서귀포시 안덕면 덕수리 2222"
"12347","제주특별자치도 서귀포시 안덕면 덕수리 1288"
"12348","제주특별자치도 서귀포시 안덕면 덕수리 651"
"12349","제주특별자치도 서귀포시 안덕면 덕수리 2105"
"12350","제주특별자치도 서귀포시 안덕면 덕수리 2167"
"12351","제주특별자치도 서귀포시 안덕면 덕수리 413"
"12352","제주특별자치도 서귀포시 안덕면 덕수리 662-1"
"12353","제주특별자치도 서귀포시 안덕면 덕수리 2374"
"12354","제주특별자치도 서귀포시 안덕면 덕수리 2376"
"12355","제주특별자치도 서귀포시 안덕면 덕수리 2194-1"
"12356","제주특별자치도 서귀포시 안덕면 덕수리 2116"
"12357","제주특별자치도 서귀포시 안덕면 덕수리 2000"
"12358","제주특별자치도 서귀포시 안덕면 덕수리 2839-1"
"12359","제주특별자치도 서귀포시 안덕면 덕수리 2840-3"
"12360","제주특별자치도 서귀포시 안덕면 덕수리 2690-1"
"12361","제주특별자치도 서귀포시 안덕면 덕수리 2060"
"12362","제주특별자치도 서귀포시 안덕면 덕수리 1268"
"12363","제주특별자치도 서귀포시 안덕면 덕수리 388"
"12364","제주특별자치도 서귀포시 안덕면 덕수리 390"
"12365","제주특별자치도 서귀포시 안덕면 덕수리 456-1"
"12366","제주특별자치도 서귀포시 안덕면 덕수리 738-1"
"12367","제주특별자치도 서귀포시 안덕면 덕수리 738-4"
"12368","제주특별자치도 서귀포시 안덕면 덕수리 2994"
"12369","제주특별자치도 서귀포시 안덕면 덕수리 2637-1"
"12370","제주특별자치도 서귀포시 안덕면 덕수리 663-1"
"12371","제주특별자치도 서귀포시 안덕면 덕수리 954"
"12372","제주특별자치도 서귀포시 안덕면 덕수리 485"
"12373","제주특별자치도 서귀포시 안덕면 덕수리 1596-1"
"12374","제주특별자치도 서귀포시 안덕면 덕수리 336"
"12375","제주특별자치도 서귀포시 안덕면 덕수리 2817"
"12376","제주특별자치도 서귀포시 안덕면 덕수리 2818"
"12377","제주특별자치도 서귀포시 안덕면 덕수리 2821-1"
"12378","제주특별자치도 서귀포시 안덕면 덕수리 2194"
"12379","제주특별자치도 서귀포시 안덕면 덕수리 1635"
"12380","제주특별자치도 서귀포시 안덕면 덕수리 1674-1"
"12381","제주특별자치도 서귀포시 안덕면 덕수리 2503-5"
"12382","제주특별자치도 서귀포시 안덕면 덕수리 1023"
"12383","제주특별자치도 서귀포시 안덕면 덕수리 2511"
"12384","제주특별자치도 서귀포시 안덕면 덕수리 1741"
"12385","제주특별자치도 서귀포시 안덕면 덕수리 1745-1"
"12386","제주특별자치도 서귀포시 안덕면 덕수리 2810"
"12387","제주특별자치도 서귀포시 안덕면 덕수리 583"
"12388","제주특별자치도 서귀포시 안덕면 덕수리 2089"
"12389","제주특별자치도 서귀포시 안덕면 덕수리 2099"
"12390","제주특별자치도 서귀포시 안덕면 덕수리 2141"
"12391","제주특별자치도 서귀포시 안덕면 덕수리 2634"
"12392","제주특별자치도 서귀포시 안덕면 덕수리 450"
"12393","제주특별자치도 서귀포시 안덕면 덕수리 2774-3"
"12394","제주특별자치도 서귀포시 안덕면 덕수리 1957"
"12395","제주특별자치도 서귀포시 안덕면 덕수리 2136-2"
"12396","제주특별자치도 서귀포시 안덕면 덕수리 666-1"
"12397","제주특별자치도 서귀포시 안덕면 덕수리 683-1"
"12398","제주특별자치도 서귀포시 안덕면 덕수리 1015-2"
"12399","제주특별자치도 서귀포시 안덕면 덕수리 147"
"12400","제주특별자치도 서귀포시 안덕면 덕수리 1701-3"
"12401","제주특별자치도 서귀포시 안덕면 덕수리 1683"
"12402","제주특별자치도 서귀포시 안덕면 덕수리 1238"
"12403","제주특별자치도 서귀포시 안덕면 덕수리 32-1"
"12404","제주특별자치도 서귀포시 안덕면 덕수리 2433"
"12405","제주특별자치도 서귀포시 안덕면 덕수리 8"
"12406","제주특별자치도 서귀포시 안덕면 덕수리 1034-2"
"12407","제주특별자치도 서귀포시 안덕면 덕수리 1035-1"
"12408","제주특별자치도 서귀포시 안덕면 덕수리 1072"
"12409","제주특별자치도 서귀포시 안덕면 덕수리 1083"
"12410","제주특별자치도 서귀포시 안덕면 덕수리 2879-1"
"12411","제주특별자치도 서귀포시 안덕면 덕수리 2878"
"12412","제주특별자치도 서귀포시 안덕면 덕수리 1689"
"12413","제주특별자치도 서귀포시 안덕면 덕수리 1894"
"12414","제주특별자치도 서귀포시 안덕면 덕수리 1454"
"12415","제주특별자치도 서귀포시 안덕면 덕수리 1455"
"12416","제주특별자치도 서귀포시 안덕면 덕수리 1456"
"12417","제주특별자치도 서귀포시 안덕면 덕수리 1958-7"
"12418","제주특별자치도 서귀포시 안덕면 덕수리 1523"
"12419","제주특별자치도 서귀포시 안덕면 덕수리 31"
"12420","제주특별자치도 서귀포시 안덕면 덕수리 350"
"12421","제주특별자치도 서귀포시 안덕면 덕수리 43"
"12422","제주특별자치도 서귀포시 안덕면 덕수리 90"
"12423","제주특별자치도 서귀포시 안덕면 덕수리 325"
"12424","제주특별자치도 서귀포시 안덕면 덕수리 1879"
"12425","제주특별자치도 서귀포시 안덕면 덕수리 1880"
"12426","제주특별자치도 서귀포시 안덕면 덕수리 1115"
"12427","제주특별자치도 서귀포시 안덕면 덕수리 1716"
"12428","제주특별자치도 서귀포시 안덕면 덕수리 497"
"12429","제주특별자치도 서귀포시 안덕면 덕수리 1763"
"12430","제주특별자치도 서귀포시 안덕면 덕수리 1411"
"12431","제주특별자치도 서귀포시 안덕면 덕수리 347"
"12432","제주특별자치도 서귀포시 안덕면 덕수리 1136"
"12433","제주특별자치도 서귀포시 안덕면 덕수리 545"
"12434","제주특별자치도 서귀포시 안덕면 덕수리 1213-10"
"12435","제주특별자치도 서귀포시 안덕면 덕수리 350-3"
"12436","제주특별자치도 서귀포시 안덕면 덕수리 1234"
"12437","제주특별자치도 서귀포시 안덕면 덕수리 489"
"12438","제주특별자치도 서귀포시 안덕면 덕수리 2820-1"
"12439","제주특별자치도 서귀포시 안덕면 덕수리 2162"
"12440","제주특별자치도 서귀포시 안덕면 덕수리 2782-1"
"12441","제주특별자치도 서귀포시 안덕면 덕수리 2782-3"
"12442","제주특별자치도 서귀포시 안덕면 덕수리 2783"
"12443","제주특별자치도 서귀포시 안덕면 덕수리 2783-1"
"12444","제주특별자치도 서귀포시 안덕면 덕수리 1868-8"
"12445","제주특별자치도 서귀포시 안덕면 덕수리 2189"
"12446","제주특별자치도 서귀포시 안덕면 덕수리 343"
"12447","제주특별자치도 서귀포시 안덕면 덕수리 2444"
"12448","제주특별자치도 서귀포시 안덕면 덕수리 1394"
"12449","제주특별자치도 서귀포시 안덕면 덕수리 2905-3"
"12450","제주특별자치도 서귀포시 안덕면 덕수리 200"
"12451","제주특별자치도 서귀포시 안덕면 덕수리 2792"
"12452","제주특별자치도 서귀포시 안덕면 덕수리 2003"
"12453","제주특별자치도 서귀포시 안덕면 덕수리 2728"
"12454","제주특별자치도 서귀포시 안덕면 덕수리 2732"
"12455","제주특별자치도 서귀포시 안덕면 덕수리 2851"
"12456","제주특별자치도 서귀포시 안덕면 덕수리 2782-2"
"12457","제주특별자치도 서귀포시 안덕면 덕수리 1112-2"
"12458","제주특별자치도 서귀포시 안덕면 덕수리 1112-3"
"12459","제주특별자치도 서귀포시 안덕면 덕수리 2078"
"12460","제주특별자치도 서귀포시 안덕면 덕수리 2082"
"12461","제주특별자치도 서귀포시 안덕면 덕수리 544"
"12462","제주특별자치도 서귀포시 안덕면 덕수리 32"
"12463","제주특별자치도 서귀포시 안덕면 덕수리 1754"
"12464","제주특별자치도 서귀포시 안덕면 덕수리 1214"
"12465","제주특별자치도 서귀포시 안덕면 덕수리 1201"
"12466","제주특별자치도 서귀포시 안덕면 덕수리 1062"
"12467","제주특별자치도 서귀포시 안덕면 덕수리 2686-2"
"12468","제주특별자치도 서귀포시 안덕면 덕수리 2614-1"
"12469","제주특별자치도 서귀포시 안덕면 덕수리 1677-1"
"12470","제주특별자치도 서귀포시 안덕면 덕수리 384-2"
"12471","제주특별자치도 서귀포시 안덕면 덕수리 819"
"12472","제주특별자치도 서귀포시 안덕면 덕수리 1130-2"
"12473","제주특별자치도 서귀포시 안덕면 덕수리 2433-2"
"12474","제주특별자치도 서귀포시 안덕면 덕수리 1923-1"
"12475","제주특별자치도 서귀포시 안덕면 서광리 622"
"12476","제주특별자치도 서귀포시 안덕면 서광리 606"
"12477","제주특별자치도 서귀포시 안덕면 서광리 2035-2"
"12478","제주특별자치도 서귀포시 안덕면 서광리 2445-1"
"12479","제주특별자치도 서귀포시 안덕면 서광리 2003"
"12480","제주특별자치도 서귀포시 안덕면 서광리 218"
"12481","제주특별자치도 서귀포시 안덕면 서광리 1744-3"
"12482","제주특별자치도 서귀포시 안덕면 서광리 2371-1"
"12483","제주특별자치도 서귀포시 안덕면 서광리 1703-1"
"12484","제주특별자치도 서귀포시 안덕면 서광리 1545"
"12485","제주특별자치도 서귀포시 안덕면 서광리 2056-1"
"12486","제주특별자치도 서귀포시 안덕면 서광리 2014"
"12487","제주특별자치도 서귀포시 안덕면 서광리 194-2"
"12488","제주특별자치도 서귀포시 안덕면 서광리 436-1"
"12489","제주특별자치도 서귀포시 안덕면 서광리 569-1"
"12490","제주특별자치도 서귀포시 안덕면 서광리 1954-1"
"12491","제주특별자치도 서귀포시 안덕면 서광리 830-1"
"12492","제주특별자치도 서귀포시 안덕면 서광리 2010-1"
"12493","제주특별자치도 서귀포시 안덕면 서광리 24-1"
"12494","제주특별자치도 서귀포시 안덕면 서광리 537"
"12495","제주특별자치도 서귀포시 안덕면 서광리 540"
"12496","제주특별자치도 서귀포시 안덕면 서광리 694-1"
"12497","제주특별자치도 서귀포시 안덕면 서광리 286"
"12498","제주특별자치도 서귀포시 안덕면 서광리 1416"
"12499","제주특별자치도 서귀포시 안덕면 서광리 1414"
"12500","제주특별자치도 서귀포시 안덕면 서광리 1464-1"
"12501","제주특별자치도 서귀포시 안덕면 서광리 2385"
"12502","제주특별자치도 서귀포시 안덕면 서광리 213-2"
"12503","제주특별자치도 서귀포시 안덕면 서광리 250-1"
"12504","제주특별자치도 서귀포시 안덕면 서광리 2010-2"
"12505","제주특별자치도 서귀포시 안덕면 서광리 979-3"
"12506","제주특별자치도 서귀포시 안덕면 서광리 1958-2"
"12507","제주특별자치도 서귀포시 안덕면 서광리 371-1"
"12508","제주특별자치도 서귀포시 안덕면 서광리 1713"
"12509","제주특별자치도 서귀포시 안덕면 서광리 2267"
"12510","제주특별자치도 서귀포시 안덕면 서광리 1446"
"12511","제주특별자치도 서귀포시 안덕면 서광리 2072-1"
"12512","제주특별자치도 서귀포시 안덕면 서광리 2418-4"
"12513","제주특별자치도 서귀포시 안덕면 서광리 924"
"12514","제주특별자치도 서귀포시 안덕면 서광리 926"
"12515","제주특별자치도 서귀포시 안덕면 서광리 925"
"12516","제주특별자치도 서귀포시 안덕면 서광리 25-38"
"12517","제주특별자치도 서귀포시 안덕면 서광리 25-39"
"12518","제주특별자치도 서귀포시 안덕면 서광리 25-31"
"12519","제주특별자치도 서귀포시 안덕면 서광리 25-44"
"12520","제주특별자치도 서귀포시 안덕면 서광리 25-45"
"12521","제주특별자치도 서귀포시 안덕면 서광리 25-30"
"12522","제주특별자치도 서귀포시 안덕면 서광리 2376-1"
"12523","제주특별자치도 서귀포시 안덕면 서광리 2378-1"
"12524","제주특별자치도 서귀포시 안덕면 서광리 2318"
"12525","제주특별자치도 서귀포시 안덕면 서광리 1201"
"12526","제주특별자치도 서귀포시 안덕면 서광리 1203-2"
"12527","제주특별자치도 서귀포시 안덕면 서광리 1203-6"
"12528","제주특별자치도 서귀포시 안덕면 서광리 1224-11"
"12529","제주특별자치도 서귀포시 안덕면 서광리 1600"
"12530","제주특별자치도 서귀포시 안덕면 서광리 464"
"12531","제주특별자치도 서귀포시 안덕면 서광리 835"
"12532","제주특별자치도 서귀포시 안덕면 서광리 834"
"12533","제주특별자치도 서귀포시 안덕면 서광리 1958-3"
"12534","제주특별자치도 서귀포시 안덕면 서광리 1958-6"
"12535","제주특별자치도 서귀포시 안덕면 서광리 2010"
"12536","제주특별자치도 서귀포시 안덕면 서광리 2374"
"12537","제주특별자치도 서귀포시 안덕면 서광리 2375"
"12538","제주특별자치도 서귀포시 안덕면 서광리 100"
"12539","제주특별자치도 서귀포시 안덕면 서광리 1954-6"
"12540","제주특별자치도 서귀포시 안덕면 서광리 1972-1"
"12541","제주특별자치도 서귀포시 안덕면 서광리 2153-13"
"12542","제주특별자치도 서귀포시 안덕면 서광리 1449-1"
"12543","제주특별자치도 서귀포시 안덕면 서광리 432"
"12544","제주특별자치도 서귀포시 안덕면 서광리 443-1"
"12545","제주특별자치도 서귀포시 안덕면 서광리 25-5"
"12546","제주특별자치도 서귀포시 안덕면 서광리 25-3"
"12547","제주특별자치도 서귀포시 안덕면 서광리 644-7"
"12548","제주특별자치도 서귀포시 안덕면 서광리 1203-10"
"12549","제주특별자치도 서귀포시 안덕면 서광리 1193"
"12550","제주특별자치도 서귀포시 안덕면 서광리 1124-10"
"12551","제주특별자치도 서귀포시 안덕면 서광리 1224-22"
"12552","제주특별자치도 서귀포시 안덕면 서광리 1768"
"12553","제주특별자치도 서귀포시 안덕면 서광리 1541"
"12554","제주특별자치도 서귀포시 안덕면 서광리 1542"
"12555","제주특별자치도 서귀포시 안덕면 서광리 1543"
"12556","제주특별자치도 서귀포시 안덕면 서광리 1787-1"
"12557","제주특별자치도 서귀포시 안덕면 서광리 1791-1"
"12558","제주특별자치도 서귀포시 안덕면 서광리 1791-2"
"12559","제주특별자치도 서귀포시 안덕면 서광리 2193-1"
"12560","제주특별자치도 서귀포시 안덕면 서광리 2414"
"12561","제주특별자치도 서귀포시 안덕면 서광리 2408"
"12562","제주특별자치도 서귀포시 안덕면 서광리 2412"
"12563","제주특별자치도 서귀포시 안덕면 서광리 2409"
"12564","제주특별자치도 서귀포시 안덕면 서광리 1263-2"
"12565","제주특별자치도 서귀포시 안덕면 서광리 1211"
"12566","제주특별자치도 서귀포시 안덕면 서광리 1203-9"
"12567","제주특별자치도 서귀포시 안덕면 서광리 1203-3"
"12568","제주특별자치도 서귀포시 안덕면 서광리 1877"
"12569","제주특별자치도 서귀포시 안덕면 서광리 830"
"12570","제주특별자치도 서귀포시 안덕면 서광리 1497-1"
"12571","제주특별자치도 서귀포시 안덕면 서광리 1736-1"
"12572","제주특별자치도 서귀포시 안덕면 서광리 1509-1"
"12573","제주특별자치도 서귀포시 안덕면 서광리 1427"
"12574","제주특별자치도 서귀포시 안덕면 서광리 961-2"
"12575","제주특별자치도 서귀포시 안덕면 서광리 1790-1"
"12576","제주특별자치도 서귀포시 안덕면 서광리 2321-1"
"12577","제주특별자치도 서귀포시 안덕면 서광리 2195-1"
"12578","제주특별자치도 서귀포시 안덕면 서광리 1683"
"12579","제주특별자치도 서귀포시 안덕면 서광리 789"
"12580","제주특별자치도 서귀포시 안덕면 서광리 711-1"
"12581","제주특별자치도 서귀포시 안덕면 서광리 440-5"
"12582","제주특별자치도 서귀포시 안덕면 서광리 73"
"12583","제주특별자치도 서귀포시 안덕면 서광리 1958-1"
"12584","제주특별자치도 서귀포시 안덕면 서광리 2369-1"
"12585","제주특별자치도 서귀포시 안덕면 서광리 454-7"
"12586","제주특별자치도 서귀포시 안덕면 서광리 141-1"
"12587","제주특별자치도 서귀포시 안덕면 동광리 927"
"12588","제주특별자치도 서귀포시 안덕면 동광리 939"
"12589","제주특별자치도 서귀포시 안덕면 동광리 1506"
"12590","제주특별자치도 서귀포시 안덕면 동광리 446-2"
"12591","제주특별자치도 서귀포시 안덕면 동광리 47-3"
"12592","제주특별자치도 서귀포시 안덕면 동광리 47-19"
"12593","제주특별자치도 서귀포시 안덕면 동광리 192"
"12594","제주특별자치도 서귀포시 안덕면 동광리 434"
"12595","제주특별자치도 서귀포시 안덕면 동광리 308"
"12596","제주특별자치도 서귀포시 안덕면 동광리 372"
"12597","제주특별자치도 서귀포시 안덕면 동광리 1424-2"
"12598","제주특별자치도 서귀포시 안덕면 동광리 274-3"
"12599","제주특별자치도 서귀포시 안덕면 동광리 316"
"12600","제주특별자치도 서귀포시 안덕면 동광리 328"
"12601","제주특별자치도 서귀포시 안덕면 동광리 5"
"12602","제주특별자치도 서귀포시 안덕면 동광리 340-4"
"12603","제주특별자치도 서귀포시 안덕면 동광리 171"
"12604","제주특별자치도 서귀포시 안덕면 동광리 172"
"12605","제주특별자치도 서귀포시 안덕면 동광리 201"
"12606","제주특별자치도 서귀포시 안덕면 동광리 260"
"12607","제주특별자치도 서귀포시 안덕면 동광리 269-3"
"12608","제주특별자치도 서귀포시 안덕면 동광리 269-7"
"12609","제주특별자치도 서귀포시 안덕면 동광리 320"
"12610","제주특별자치도 서귀포시 안덕면 동광리 331"
"12611","제주특별자치도 서귀포시 안덕면 동광리 84"
"12612","제주특별자치도 서귀포시 안덕면 동광리 359"
"12613","제주특별자치도 서귀포시 안덕면 동광리 361"
"12614","제주특별자치도 서귀포시 안덕면 동광리 364"
"12615","제주특별자치도 서귀포시 안덕면 동광리 92"
"12616","제주특별자치도 서귀포시 안덕면 동광리 935"
"12617","제주특별자치도 서귀포시 안덕면 동광리 153"
"12618","제주특별자치도 서귀포시 안덕면 동광리 54"
"12619","제주특별자치도 서귀포시 안덕면 동광리 57-2"
"12620","제주특별자치도 서귀포시 안덕면 동광리 51-4"
"12621","제주특별자치도 서귀포시 안덕면 동광리 56"
"12622","제주특별자치도 서귀포시 안덕면 동광리 42"
"12623","제주특별자치도 서귀포시 안덕면 동광리 75"
"12624","제주특별자치도 서귀포시 안덕면 동광리 80"
"12625","제주특별자치도 서귀포시 안덕면 동광리 68-1"
"12626","제주특별자치도 서귀포시 안덕면 동광리 909"
"12627","제주특별자치도 서귀포시 안덕면 동광리 555"
"12628","제주특별자치도 서귀포시 안덕면 동광리 570"
"12629","제주특별자치도 서귀포시 안덕면 동광리 625"
"12630","제주특별자치도 서귀포시 안덕면 동광리 999"
"12631","제주특별자치도 서귀포시 안덕면 동광리 1442"
"12632","제주특별자치도 서귀포시 안덕면 동광리 1452"
"12633","제주특별자치도 서귀포시 안덕면 동광리 1457-2"
"12634","제주특별자치도 서귀포시 안덕면 동광리 933"
"12635","제주특별자치도 서귀포시 안덕면 동광리 915-4"
"12636","제주특별자치도 서귀포시 안덕면 동광리 915-6"
"12637","제주특별자치도 서귀포시 안덕면 동광리 1063"
"12638","제주특별자치도 서귀포시 안덕면 동광리 24"
"12639","제주특별자치도 서귀포시 안덕면 동광리 26"
"12640","제주특별자치도 서귀포시 안덕면 동광리 46"
"12641","제주특별자치도 서귀포시 안덕면 동광리 47"
"12642","제주특별자치도 서귀포시 안덕면 동광리 49"
"12643","제주특별자치도 서귀포시 안덕면 동광리 50"
"12644","제주특별자치도 서귀포시 안덕면 동광리 656"
"12645","제주특별자치도 서귀포시 안덕면 동광리 853-2"
"12646","제주특별자치도 서귀포시 안덕면 동광리 926-3"
"12647","제주특별자치도 서귀포시 안덕면 동광리 610"
"12648","제주특별자치도 서귀포시 안덕면 동광리 10-20"
"12649","제주특별자치도 서귀포시 안덕면 동광리 5-101"
"12650","제주특별자치도 서귀포시 안덕면 동광리 516"
"12651","제주특별자치도 서귀포시 안덕면 동광리 629"
"12652","제주특별자치도 서귀포시 안덕면 동광리 786"
"12653","제주특별자치도 서귀포시 안덕면 동광리 1047"
"12654","제주특별자치도 서귀포시 안덕면 동광리 1074"
"12655","제주특별자치도 서귀포시 안덕면 동광리 1114"
"12656","제주특별자치도 서귀포시 안덕면 동광리 644"
"12657","제주특별자치도 서귀포시 안덕면 동광리 645"
"12658","제주특별자치도 서귀포시 안덕면 동광리 648"
"12659","제주특별자치도 서귀포시 안덕면 동광리 21"
"12660","제주특별자치도 서귀포시 안덕면 동광리 22"
"12661","제주특별자치도 서귀포시 안덕면 동광리 28"
"12662","제주특별자치도 서귀포시 안덕면 동광리 29"
"12663","제주특별자치도 서귀포시 안덕면 동광리 25"
"12664","제주특별자치도 서귀포시 안덕면 동광리 27"
"12665","제주특별자치도 서귀포시 안덕면 동광리 30"
"12666","제주특별자치도 서귀포시 안덕면 동광리 31"
"12667","제주특별자치도 서귀포시 안덕면 동광리 33"
"12668","제주특별자치도 서귀포시 안덕면 동광리 48"
"12669","제주특별자치도 서귀포시 안덕면 동광리 915-1"
"12670","제주특별자치도 서귀포시 안덕면 동광리 1498"
"12671","제주특별자치도 서귀포시 안덕면 동광리 926-2"
"12672","제주특별자치도 서귀포시 안덕면 동광리 926-4"
"12673","제주특별자치도 서귀포시 안덕면 동광리 50-1"
"12674","제주특별자치도 서귀포시 안덕면 동광리 51"
"12675","제주특별자치도 서귀포시 안덕면 동광리 106-2"
"12676","제주특별자치도 서귀포시 안덕면 동광리 107-2"
"12677","제주특별자치도 서귀포시 안덕면 동광리 110-2"
"12678","제주특별자치도 서귀포시 안덕면 동광리 1380"
"12679","제주특별자치도 서귀포시 안덕면 동광리 426"
"12680","제주특별자치도 서귀포시 안덕면 동광리 438"
"12681","제주특별자치도 서귀포시 안덕면 동광리 438-1"
"12682","제주특별자치도 서귀포시 안덕면 동광리 439"
"12683","제주특별자치도 서귀포시 안덕면 동광리 470"
"12684","제주특별자치도 서귀포시 안덕면 동광리 473"
"12685","제주특별자치도 서귀포시 안덕면 동광리 475"
"12686","제주특별자치도 서귀포시 안덕면 동광리 476"
"12687","제주특별자치도 서귀포시 안덕면 동광리 523"
"12688","제주특별자치도 서귀포시 안덕면 동광리 529"
"12689","제주특별자치도 서귀포시 안덕면 동광리 530"
"12690","제주특별자치도 서귀포시 안덕면 동광리 537"
"12691","제주특별자치도 서귀포시 안덕면 동광리 1493"
"12692","제주특별자치도 서귀포시 안덕면 동광리 1486"
"12693","제주특별자치도 서귀포시 안덕면 동광리 1475"
"12694","제주특별자치도 서귀포시 안덕면 동광리 1481"
"12695","제주특별자치도 서귀포시 안덕면 동광리 1483"
"12696","제주특별자치도 서귀포시 안덕면 동광리 1496-2"
"12697","제주특별자치도 서귀포시 안덕면 동광리 1491"
"12698","제주특별자치도 서귀포시 안덕면 동광리 85"
"12699","제주특별자치도 서귀포시 안덕면 동광리 86"
"12700","제주특별자치도 서귀포시 안덕면 동광리 146"
"12701","제주특별자치도 서귀포시 안덕면 동광리 147"
"12702","제주특별자치도 서귀포시 안덕면 동광리 148"
"12703","제주특별자치도 서귀포시 안덕면 동광리 149"
"12704","제주특별자치도 서귀포시 안덕면 동광리 152"
"12705","제주특별자치도 서귀포시 안덕면 동광리 903"
"12706","제주특별자치도 서귀포시 안덕면 동광리 1551-2"
"12707","제주특별자치도 서귀포시 안덕면 동광리 553"
"12708","제주특별자치도 서귀포시 안덕면 동광리 561-1"
"12709","제주특별자치도 서귀포시 안덕면 동광리 1537"
"12710","제주특별자치도 서귀포시 안덕면 동광리 769"
"12711","제주특별자치도 서귀포시 안덕면 동광리 5-14"
"12712","제주특별자치도 서귀포시 안덕면 동광리 992"
"12713","제주특별자치도 서귀포시 안덕면 동광리 360"
"12714","제주특별자치도 서귀포시 안덕면 동광리 1016"
"12715","제주특별자치도 서귀포시 안덕면 동광리 10-9"
"12716","제주특별자치도 서귀포시 안덕면 동광리 64"
"12717","제주특별자치도 서귀포시 안덕면 동광리 65"
"12718","제주특별자치도 서귀포시 안덕면 동광리 64-2"
"12719","제주특별자치도 서귀포시 안덕면 동광리 5-159"
"12720","제주특별자치도 서귀포시 안덕면 동광리 1218"
"12721","제주특별자치도 서귀포시 안덕면 동광리 47-9"
"12722","제주특별자치도 서귀포시 안덕면 동광리 1090-2"
"12723","제주특별자치도 서귀포시 안덕면 동광리 1494"
"12724","제주특별자치도 서귀포시 안덕면 동광리 641"
"12725","제주특별자치도 서귀포시 안덕면 동광리 640"
"12726","제주특별자치도 서귀포시 안덕면 동광리 637"
"12727","제주특별자치도 서귀포시 안덕면 동광리 643"
"12728","제주특별자치도 서귀포시 안덕면 동광리 639"
"12729","제주특별자치도 서귀포시 안덕면 동광리 638"
"12730","제주특별자치도 서귀포시 안덕면 동광리 43"
"12731","제주특별자치도 서귀포시 안덕면 동광리 44"
"12732","제주특별자치도 서귀포시 안덕면 동광리 70"
"12733","제주특별자치도 서귀포시 안덕면 동광리 73"
"12734","제주특별자치도 서귀포시 안덕면 동광리 57"
"12735","제주특별자치도 서귀포시 안덕면 동광리 59"
"12736","제주특별자치도 서귀포시 안덕면 동광리 56-2"
"12737","제주특별자치도 서귀포시 안덕면 동광리 59-2"
"12738","제주특별자치도 서귀포시 안덕면 동광리 1495"
"12739","제주특별자치도 서귀포시 안덕면 동광리 1487"
"12740","제주특별자치도 서귀포시 안덕면 동광리 1502"
"12741","제주특별자치도 서귀포시 안덕면 동광리 1477"
"12742","제주특별자치도 서귀포시 안덕면 동광리 1504"
"12743","제주특별자치도 서귀포시 안덕면 동광리 1482"
"12744","제주특별자치도 서귀포시 안덕면 동광리 1488"
"12745","제주특별자치도 서귀포시 안덕면 동광리 1489"
